timestamp,position,velocity
1740506385.954619,0.0,0.0
1740506385.967911,0.0,0.0
1740506386.0003672,0.0,0.0
1740506386.0146198,0.0,0.0
1740506386.018723,0.0,0.0
1740506386.026888,0.0,0.0
1740506386.0352051,0.0,0.0
1740506386.043209,0.0,0.0
1740506386.0516381,0.0,0.0
1740506386.059752,0.0,0.0
1740506386.0683572,0.0,0.0
1740506386.076433,0.0,0.0
1740506386.085002,0.0,0.0
1740506386.093594,0.0,0.0
1740506386.101912,0.0,0.0
1740506386.1148539,0.0,0.0
1740506386.1194649,0.0,0.0
1740506386.126946,0.0,0.0
1740506386.1351948,0.0,0.0
1740506386.143625,0.0,0.0
1740506386.1518478,0.0,0.0
1740506386.160058,0.0,0.0
1740506386.168561,0.0,0.0
1740506386.177047,0.0,0.0
1740506386.186275,0.0,0.0
1740506386.193781,0.0,0.0
1740506386.202074,0.0,0.0
1740506386.210529,0.0,0.0
1740506386.218604,0.0,0.0
1740506386.227072,0.0,0.0
1740506386.2353761,0.0,0.0
1740506386.243806,0.0,0.0
1740506386.251987,0.0,0.0
1740506386.260401,0.0,0.0
1740506386.2687201,0.0,0.0
1740506386.276989,0.0,0.0
1740506386.285368,0.0,0.0
1740506386.2956102,0.0,0.0
1740506386.30238,0.0,0.0
1740506386.3107011,0.0,0.0
1740506386.317954,0.0,0.0
1740506386.327509,0.0,0.0
1740506386.336351,0.0,0.0
1740506386.3440151,0.0,0.0
1740506386.3522172,0.0,0.0
1740506386.359485,0.0,0.0
1740506386.370284,0.0,0.0
1740506386.376809,0.0,0.0
1740506386.3855062,0.0,0.0
1740506386.393735,0.0,0.0
1740506386.401953,0.0,0.0
1740506386.409431,0.0,0.0
1740506386.41984,0.0,0.0
1740506386.427098,0.0,0.0
1740506386.435443,0.0,0.0
1740506386.443525,0.0,0.0
1740506386.4520361,0.0,0.0
1740506386.460619,0.0,0.0
1740506386.469167,0.0,0.0
1740506386.4786491,0.0,0.0
1740506386.48546,0.0,0.0
1740506386.493815,0.0,0.0
1740506386.502155,0.0,0.0
1740506386.512692,0.0,0.0
1740506386.518911,0.0,0.0
1740506386.527052,0.0,0.0
1740506386.535415,0.0,0.0
1740506386.543663,0.0,0.0
1740506386.552475,0.0,0.0
1740506386.5605261,0.0,0.0
1740506386.568555,0.0,0.0
1740506386.577118,0.0,0.0
1740506386.5853288,0.0,0.0
1740506386.596624,0.0,0.0
1740506386.6022131,0.0,0.0
1740506386.610377,0.0,0.0
1740506386.6186671,0.0,0.0
1740506386.629714,0.0,0.0
1740506386.63553,0.0,0.0
1740506386.643795,0.0,0.0
1740506386.652211,0.0,0.0
1740506386.660047,0.0,0.0
1740506386.670196,0.0,0.0
1740506386.677153,0.0,0.0
1740506386.6854432,0.0,0.0
1740506386.6936162,0.0,0.0
1740506386.704824,0.0,0.0
1740506386.709911,0.0,0.0
1740506386.719091,0.0,0.0
1740506386.727217,0.0,0.0
1740506386.735322,0.0,0.0
1740506386.745051,0.0,0.0
1740506386.75216,0.0,0.0
1740506386.760482,0.0,0.0
1740506386.768773,0.0,0.0
1740506386.7799628,0.0,0.0
1740506386.785464,0.0,0.0
1740506386.7942421,0.0,0.0
1740506386.8023832,0.0,0.0
1740506386.8107488,0.0,0.0
1740506386.81894,0.0,0.0
1740506386.8265119,0.0,0.0
1740506386.8357718,0.0,0.0
1740506386.8439538,0.0,0.0
1740506386.8523688,0.0,0.0
1740506386.860596,0.0,0.0
1740506386.868907,0.0,0.0
1740506386.877377,0.0,0.0
1740506386.885748,0.0,0.0
1740506386.894067,0.0,0.0
1740506386.9025521,0.0,0.0
1740506386.910576,0.0,0.0
1740506386.918925,0.0,0.0
1740506386.927454,0.0,0.0
1740506386.935759,0.0,0.0
1740506386.943773,0.0,0.0
1740506386.952348,0.0,0.0
1740506386.9605818,0.0,0.0
1740506386.968225,0.0,0.0
1740506386.977589,0.0,0.0
1740506386.985549,0.0,0.0
1740506386.993921,0.0,0.0
1740506387.002343,0.0,0.0
1740506387.0104399,0.0,0.0
1740506387.01893,0.0,0.0
1740506387.0272691,0.0,0.0
1740506387.035521,0.0,0.0
1740506387.043754,0.0,0.0
1740506387.052215,0.0,0.0
1740506387.0605361,0.0,0.0
1740506387.068782,0.0,0.0
1740506387.079544,0.0,0.0
1740506387.08673,0.0,0.0
1740506387.096498,0.0,0.0
1740506387.1023061,0.0,0.0
1740506387.110495,0.0,0.0
1740506387.121525,0.0,0.0
1740506387.1273768,0.0,0.0
1740506387.135842,0.0,0.0
1740506387.146209,0.0,0.0
1740506387.15357,0.0,0.0
1740506387.1605818,0.0,0.0
1740506387.168725,0.0,0.0
1740506387.177296,0.0,0.0
1740506387.188187,0.0,0.0
1740506387.193953,0.0,0.0
1740506387.202137,0.0,0.0
1740506387.2107048,0.0,0.0
1740506387.2187688,0.0,0.0
1740506387.227276,0.0,0.0
1740506387.235575,0.0,0.0
1740506387.243378,0.0,0.0
1740506387.253969,0.0,0.0
1740506387.2613618,0.0,0.0
1740506387.269139,0.0,0.0
1740506387.277199,0.0,0.0
1740506387.2854521,0.0,0.0
1740506387.296546,0.0,0.0
1740506387.303728,0.0,0.0
1740506387.310427,0.0,0.0
1740506387.318686,0.0,0.0
1740506387.32625,0.0,0.0
1740506387.338052,0.0,0.0
1740506387.344418,0.0,0.0
1740506387.3771992,0.0,0.0
1740506387.3874009,0.0,0.0
1740506387.3939068,0.0,0.0
1740506387.404182,0.0,0.0
1740506387.412241,0.0,0.0
1740506387.4202611,0.0,0.0
1740506387.4270232,0.0,0.0
1740506387.435478,0.0,0.0
1740506387.445552,0.0,0.0
1740506387.453748,0.0,0.0
1740506387.461644,0.0,0.0
1740506387.471041,0.0,0.0
1740506387.4772322,0.0,0.0
1740506387.4860501,0.0,0.0
1740506387.493978,0.0,0.0
1740506387.50206,0.0,0.0
1740506387.510144,0.0,0.0
1740506387.5184782,0.0,0.0
1740506387.528278,0.0,0.0
1740506387.536599,0.0,0.0
1740506387.5451882,0.0,0.0
1740506387.552553,0.0,0.0
1740506387.560648,0.0,0.0
1740506387.570013,0.0,0.0
1740506387.578758,0.0,0.0
1740506387.586995,0.0,0.0
1740506387.595178,0.0,0.0
1740506387.6036239,0.0,0.0
1740506387.612048,0.0,0.0
1740506387.6193511,0.0,0.0
1740506387.628732,0.0,0.0
1740506387.6365921,0.0,0.0
1740506387.645688,0.0,0.0
1740506387.652357,0.0,0.0
1740506387.6621408,0.0,0.0
1740506387.6703548,0.0,0.0
1740506387.678273,0.0,0.0
1740506387.687066,0.0,0.0
1740506387.692904,0.0,0.0
1740506387.703708,0.0,0.0
1740506387.711827,0.0,0.0
1740506387.719737,0.0,0.0
1740506387.727662,0.0,0.0
1740506387.735622,0.0,0.0
1740506387.745406,0.0,0.0
1740506387.75342,0.0,0.0
1740506387.761033,0.0,0.0
1740506387.770559,0.0,0.0
1740506387.777441,0.0,0.0
1740506387.787914,0.0,0.0
1740506387.793875,0.0,0.0
1740506387.80377,0.0,0.0
1740506387.81179,0.0,0.0
1740506387.8199291,0.0,0.0
1740506387.82766,0.0,0.0
1740506387.835593,0.0,0.0
1740506387.84404,0.0,0.0
1740506387.852179,0.0,0.0
1740506387.860594,0.0,0.0
1740506387.868557,0.0,0.0
1740506387.876749,0.0,0.0
1740506387.884982,0.0,0.0
1740506387.893475,0.0,0.0
1740506387.90179,0.0,0.0
1740506387.9102888,0.0,0.0
1740506387.918504,0.0,0.0
1740506387.926975,0.0,0.0
1740506387.935356,0.0,0.0
1740506387.943878,0.0,0.0
1740506387.954323,0.0,0.0
1740506387.960434,0.0,0.0
1740506387.97064,0.0,0.0
1740506387.978615,0.0,0.0
1740506387.986679,0.0,0.0
1740506387.9937348,0.0,0.0
1740506388.003954,0.0,0.0
1740506388.011961,0.0,0.0
1740506388.019962,0.0,0.0
1740506388.0293179,0.0,0.0
1740506388.035504,0.0,0.0
1740506388.0454059,0.0,0.0
1740506388.0535932,0.0,0.0
1740506388.061595,0.0,0.0
1740506388.070936,0.0,0.0
1740506388.0772889,0.0,0.0
1740506388.087167,0.0,0.0
1740506388.095198,0.0,0.0
1740506388.102255,0.0,0.0
1740506388.112517,0.0,0.0
1740506388.120548,0.0,0.0
1740506388.1284769,0.0,0.0
1740506388.136609,0.0,0.0
1740506388.143807,0.0,0.0
1740506388.1539772,0.0,0.0
1740506388.161879,0.0,0.0
1740506388.170027,0.0,0.0
1740506388.1789849,0.0,0.0
1740506388.1851158,0.0,0.0
1740506388.195254,0.0,0.0
1740506388.203292,0.0,0.0
1740506388.212346,0.0,0.0
1740506388.218875,0.0,0.0
1740506388.228891,0.0,0.0
1740506388.236923,0.0,0.0
1740506388.251889,0.29771999999999466,20.0
1740506388.260581,0.47269999999999257,20.0
1740506388.2686489,0.6344199999999933,20.0
1740506388.276989,0.8013199999999987,20.0
1740506388.285116,0.9638399999999958,20.0
1740506388.293298,1.127559999999992,20.0
1740506388.3099499,1.4606599999999936,20.0
1740506388.318321,1.6279399999999988,20.0
1740506388.3267741,1.7971000000000004,20.0
1740506388.343402,2.1296599999999977,20.0
1740506388.3516212,2.2941399999999934,20.0
1740506388.3598678,2.459099999999994,20.0
1740506388.376529,2.792300000000001,20.0
1740506388.3848739,2.9592199999999913,20.0
1740506388.393198,3.1256599999999946,20.0
1740506388.4098601,3.458919999999992,20.0
1740506388.418227,3.6262999999999934,20.0
1740506388.426548,3.7926199999999977,20.0
1740506388.443167,4.1251199999999955,20.0
1740506388.451543,4.292639999999999,20.0
1740506388.459878,4.45932,20.0
1740506388.4764988,4.7917399999999954,20.0
1740506388.484898,4.959739999999995,20.0
1740506388.493153,5.124839999999997,20.0
1740506388.509932,5.460419999999999,20.0
1740506388.518124,5.624259999999994,20.0
